;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
15;18;2094374856;48.0;N;2.0;;Y;Y;;;;;;Y;;;;;;;;5.0;0;1.0;sick;6.0;sick;6.0;I think the decision was made because the xray is whiter on that side and the pixelation is concentrated on that side also;1.0;sick;5.0;healt;4.0;The is no pixels in the white area of the lungs;0.94;healt;5.0;healt;5.0;I this the AI made this decision because the lungs look clear of white and there is much pixelation in the clear area;1.0;healt;6.0;healt;6.0;The lungs look clear and the pixelation is not covering this area;1.0;sick;4.0;sick;4.0;I think it will predict that because the area is masked with white and the pixelation also is in this area;0.91;sick;5.0;sick;5.0;I think pneumonia will be predicted because the lungs are clearly white and this is supported by the pixels;1.0;sick;4.0;sick;4.0;There is pixels in the white of the lungs;1.0;healt;4.0;healt;4.0;The are no pixels in the lungs ;1.0;sick;6.0;sick;5.0;There is whiteness in the lungs and pixelation to support this;1.0;sick;4.0;sick;4.0;The pixels are in the white area of the lungs;0.97;sick;4.0;sick;3.0;There are pixels on the inflamed areas of the lungs;0.86;sick;4.0;sick;4.0;There is a little whiteness surrounding the heart in the lungs and the pixels are green in this area;Where the inflamed areas are;Clear dark areas on the x ray;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;6.0;1.0;5.0;5.0;6.0;1.0;6.0;6.0;6.0;6.0;1.0;6.0;5.0;Y;Y;Y;Y;;;;964.15;96.97;35.03;67.5;50.77;89.88;55.58;27.04;27.17;37.2;28.95;40.64;41.86;79.59;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;7;4;0;0.9166666666666666;0.5833333333333334;0.3333333333333333;0.3333333333333333;0.3333333333333333;4.5;4.75;4.375;49.8825;4.0;4.0;1.0;5.75;5.75
16;18;623296333;55.0;N;2.0;;Y;Y;;;;;;Y;Y;;;;;;;3.0;1;1.0;sick;5.0;sick;5.0;The areas which AI highlighted in green have a cloudy, unclear look, as in the x rays presented at the beginning of the survey, and  this cloudiness could suggest the presence of an infection. AI has identified this cloudy image as pneumonia.;0.59;sick;5.0;sick;5.0;There is a great deal of cloudiness in the highlighted green areas. particularly on the left lung.;0.42;healt;5.0;healt;5.0;The green highlighted areas this time appear quite clear, to suggest no pneumonia.;0.76;sick;5.0;sick;5.0;On the right lung, there are blotchy markings highlighted in green, which AI may interpret as pneumonia.;0.41;sick;5.0;sick;5.0;Again the highlighted areas seem to indicate pneumonia, as they are cloudy and unclear.;0.39;sick;5.0;sick;5.0;Two of the green areas in the right lung do look cloudy and unclear, to suggest pneumonia.;0.6;sick;5.0;healt;5.0;The areas highlighted in green, used to help the AI reach its decision, actually look quite clear and do not appear cloudy. The AI will have interpreted these green highlighted area as pneumonia free.;0.27;sick;5.0;sick;5.0;The green highlighted areas appear unclear and seem to suggest the presence pf pneumonia.;0.22;sick;5.0;sick;5.0;The green highlighted areas look cloudy and unclear, indicating pneumonia. The AI will have detected pneumonia, based on these highlighted areas.;0.3;sick;5.0;sick;5.0;Again the green areas appear very cloudy and unclear, indicating the presence of pneumonia.;0.46;sick;5.0;sick;5.0;The highlighted areas again have a lack of clarity, which AI could interpret as pneumonia.;0.37;sick;5.0;sick;5.0;The green highlighted area in the right lung appears cloudy and unclear, to suggest the presence of pneumonia.;It detects any cloudiness and lack of clarity in the green highlighted areas.;It detects a clear image of the lungs, with no cloudiness, in the green highlighted areas.;3.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;5.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;3.0;Y;Y;Y;;;;Interesting survey.;2595.55;488.81;83.86;95.93;115.71;76.98;84.68;226.41;133.27;126.07;94.64;89.32;90.78;287.49;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;5;6;0;0.9166666666666666;0.4166666666666667;0.5;0.5;0.5;5.0;5.0;5.0;142.205;3.1666666666666665;3.0;1.6666666666666667;1.25;1.0
17;18;73944353;43.0;N;2.0;;Y;Y;Y;;;;;Y;Y;;;;;;;4.0;1;1.0;sick;6.0;sick;6.0;the discoloration of the lungs as shown on the example pictures matches the xray presented above ;0.86;sick;6.0;healt;3.0;the heat signatures dont seem to be acurate;1.0;sick;4.0;sick;3.0;tricky one again maybe the lungs dont look as healthy as the should be;0.78;healt;6.0;healt;6.0;they seem like healthy lungs;1.0;sick;5.0;healt;2.0;im not too sure about this one;0.55;sick;6.0;healt;2.0;its a tricky one i think the ai had dificulties with this one;1.0;sick;6.0;sick;6.0;heat signature shows in the right place;0.98;healt;6.0;healt;4.0;maybe the Ai can spot something I cant;0.97;healt;6.0;healt;6.0;healthy color of the lungs;0.76;sick;6.0;sick;6.0;very unhealthy lungs;0.98;sick;6.0;sick;6.0;clear signs of pneumonia;0.95;healt;7.0;healt;7.0;healthy lungs are shown;the heat signatures and the discoloration of the lungs;the colour of the lungs;2.0;3.0;3.0;2.0;3.0;4.0;2.0;2.0;4.0;1.0;6.0;4.0;6.0;1.0;6.0;6.0;6.0;6.0;1.0;6.0;4.0;Y;;Y;Y;;;no;1295.46;138.29;58.42;55.12;44.57;44.43;59.9;26.81;41.15;28.03;40.05;31.42;37.93;190.17;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;8;5;0;0.75;0.6666666666666666;0.4166666666666667;0.16666666666666666;0.6666666666666666;4.75;5.2;4.428571428571429;50.509999999999984;2.8333333333333335;2.0;1.0;5.5;6.0
19;18;2010363055;29.0;N;1.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;4.0;sick;4.0;Because the left lung is very green.;1.0;healt;6.0;healt;6.0;No green on the lungs.;1.0;sick;5.0;sick;5.0;The lungs are both glowing green.;1.0;healt;4.0;healt;4.0;;1.0;sick;2.0;sick;2.0;;1.0;sick;1.0;sick;1.0;;1.0;sick;1.0;sick;1.0;;1.0;healt;6.0;healt;6.0;Barely any green on the lungs.;1.0;sick;1.0;sick;1.0;Green lung;1.0;sick;1.0;sick;1.0;;1.0;healt;1.0;healt;1.0;;1.0;sick;3.0;sick;3.0;The left lung is slightly glowing green.;Don't know;Don't know;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;7.0;1.0;3.0;;Y;;;;;What was the point of the bonus though, was it just to annoy me?;2252.48;214.29;216.62;59.73;46.58;29.56;17.99;23.45;67.98;34.16;16.82;32.11;102.45;354.89;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;0;6;6;0;1.0;0.5;0.5;0.5;0.5;2.9166666666666665;3.1666666666666665;2.6666666666666665;71.81166666666668;1.0;1.0;7.0;1.0;1.0
21;18;1981570267;46.0;N;1.0;;;Y;;;;;;;Y;;;;;;;5.0;1;0.31;healt;2.0;healt;5.0;The areas the AI used to make the decision are fairly clear and distinct.;0.62;sick;6.0;sick;6.0;The areas where the AI is looking have an indistinct heart wall and top of the diaphragm.;0.63;sick;6.0;sick;6.0;The top of the diaphragm and the wall of the heart are indistinct in the are the AI is looking at. Also the AI seems to be looking at a shadow on the lung.;0.66;healt;6.0;healt;2.0;Good clean edges around the heart where the AI is looking, but I'm not confident because the other positions the AI has used don't appear conclusive.;0.41;healt;5.0;healt;5.0;The edges which the AI is looking at are distinct, but not sharp.;0.45;sick;5.0;sick;6.0;The edges where the AI is looking are indistinct, causing it to detect pneumonia.;0.61;sick;5.0;healt;3.0;The AI is focusing on areas which don't look too bad to my untrained eye. I think this person has pneumonia and the AI will probably get it wrong.;0.56;healt;7.0;healt;7.0;The AI is looking at clearly defined edge of the lung and wall of the heart.;0.37;healt;3.0;sick;5.0;The blur between the spine and the heart might trigger the AI to detect pneumonia.;0.69;sick;7.0;sick;7.0;The edge of the lungs, the wall of the heart and the top of the diaphram all look indistinct and this is where the AI is focused.;0.64;healt;2.0;sick;5.0;One of the areas where the AI is looking appears to have a shadow which might cause the AI to detect pneumonia. I don't agree as the edges of the diaphragm and heart are clear.;0.83;healt;7.0;healt;7.0;Clearly defined edges in the area the AI is looking at;Indistinct edges to the side of the lungs, wall of the heart and the top of the diaphragm and possible shadows.;Good clean edges to the side of the lungs, wall of the heart and the top of the diaphragm, clearly defined airways in the lungs and an absence of shadows.;3.0;4.0;2.0;2.0;4.0;3.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;1.0;5.0;6.0;5.0;4.0;1.0;6.0;5.0;;Y;;Y;;;Interesting study, thank you;2304.6;380.1;90.93;111.67;119.95;88.82;116.62;212.27;72.62;107.68;121.17;159.7;75.36;289.24;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;7;6;0;0.75;0.5833333333333334;0.5;0.3333333333333333;0.6666666666666666;5.333333333333333;5.833333333333333;4.833333333333333;138.07416666666668;3.0;4.0;1.0;4.75;4.75
22;18;452786103;49.0;N;1.0;;;Y;Y;;;;;;Y;;;;;;;4.0;1;0.99;sick;7.0;sick;7.0;looks like the examples given;1.0;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;0.97;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;1.0;healt;6.0;healt;6.0;;0.97;sick;6.0;sick;6.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;6.0;healt;6.0;;1.0;sick;6.0;sick;6.0;;1.0;healt;6.0;healt;6.0;;areas of the body showing signs as well as the amount of the infection;is the xray clear? as well as where the infection might be;3.0;4.0;2.0;2.0;4.0;2.0;2.0;2.0;6.0;1.0;5.0;1.0;5.0;2.0;1.0;6.0;2.0;2.0;2.0;1.0;4.0;Y;;Y;Y;;;;646.75;56.14;14.31;12.89;18.4;15.77;22.88;18.08;35.39;29.58;18.68;15.32;19.01;171.94;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;6;4;0;1.0;0.5;0.3333333333333333;0.3333333333333333;0.3333333333333333;6.083333333333333;6.25;6.0;23.037499999999998;2.8333333333333335;2.0;1.6666666666666667;1.25;4.5
23;18;2016410738;33.0;N;1.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;4.0;sick;4.0;Lots of pale colour in the highlighted area;1.0;sick;6.0;healt;5.0;It has focused on areas outside of the lungs;0.9;healt;4.0;healt;4.0;Coloured areas are mostly dark;1.0;healt;3.0;healt;3.0;Highlighted areas are dark;0.93;sick;4.0;sick;4.0;Some pale colour in the highlighted area;1.0;sick;5.0;sick;5.0;Lots of pale colour in the highlighted area;0.95;healt;4.0;sick;4.0;Lots of pale colour in the highlighted area;1.0;healt;2.0;healt;3.0;Highlighted areas are largely dark;0.88;healt;3.0;healt;4.0;Highlighted areas are largely dark;0.89;sick;5.0;sick;4.0;Lots of pale colour in the highlighted area;0.88;sick;5.0;sick;5.0;Lots of pale colour in the highlighted area;1.0;healt;4.0;healt;4.0;Coloured areas are mostly dark;pale areas;dark areas;2.0;2.0;3.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;4.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;5.0;Y;Y;Y;;;;;1100.32;119.01;44.99;28.76;42.75;28.9;74.25;38.71;35.02;30.81;26.3;36.42;44.64;129.25;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;8;6;0;0.8333333333333334;0.6666666666666666;0.5;0.5;0.5;4.083333333333333;4.0;4.166666666666667;45.879999999999995;2.5;2.0;1.3333333333333333;2.25;3.0
25;18;682278026;33.0;N;2.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;5.0;sick;5.0;The picture is more similar to the images earlier showing pneumonia, the lungs are clouded. The areas highlighted are also more similar to the heat map identified on the images of pneumonia.;-1.0;sick;3.0;sick;3.0;There are clouded areas.;-1.0;healt;3.0;healt;3.0;Lungs appear clear.;1.0;healt;3.0;healt;3.0;Lungs appear clear;0.64;healt;4.0;healt;4.0;Lungs appear clearer as in the example images at the beggining.;-1.0;sick;5.0;sick;4.0;There are clouded areas of the lungs.;-1.0;sick;3.0;sick;3.0;White areas can be seen.;-1.0;sick;3.0;sick;3.0;There are white areas.;-1.0;healt;3.0;healt;3.0;Lungs appear clear.;0.65;sick;5.0;sick;5.0;The lungs appeared clouded as were the example images at the beginning.;-1.0;sick;4.0;sick;4.0;There are clouded areas in the lungs.;-1.0;healt;3.0;healt;3.0;Lungs appear clear.;lower contrast and areas that appear cloudy.;Ribs clearly visible and lots of dark areas, high contrast.;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;4.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;3.0;4.0;1.0;2.0;Y;;Y;;;;;1366.21;131.8;33.44;31.26;37.01;74.93;23.82;24.9;38.64;176.61;55.23;44.77;31.32;199.93;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;7;5;8;1.0;1.0;0.25;0.0;1.0;4.25;5.0;4.0;74.7425;1.8333333333333333;2.0;3.6666666666666665;1.75;2.5
26;18;441501538;37.0;N;1.0;;;Y;;;;;;;;Y;;;;;;5.0;1;1.0;healt;5.0;healt;5.0;Lungs look clean, not any dark/grey image covering the lungs;-1.0;sick;6.0;sick;6.0;they look like covered in a grey smoke ;1.0;healt;5.0;healt;5.0;Lungs look healthy and with no grey smoke making me thing it has pneumonia ;1.0;healt;5.0;healt;5.0;they look healthy ;0.98;sick;5.0;sick;5.0;they look like they are not healthy lungs ;-1.0;healt;5.0;healt;5.0;they look like cean lungs;1.0;sick;6.0;sick;5.0;they look like they have that grey smoke when they have pneumonia;1.0;healt;6.0;healt;5.0;They dont look like they have that grey smoke when they have pneumonia ;1.0;sick;5.0;sick;5.0;they look covered in a grey smoke;-1.0;sick;6.0;sick;6.0;"Lungs look with a grey ""smoke"" that makes me feel pt has pneumonia ";1.0;healt;5.0;healt;5.0;Lungs look clean;1.0;sick;5.0;sick;5.0;the green selection is usually black when they are healthy ;Ive noticed that there is like a grey smoke or where its supposed to be black it looks greyish ;blackness and clear sight of the lungs;3.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;3.0;1.0;5.0;5.0;5.0;1.0;6.0;6.0;4.0;5.0;2.0;4.0;5.0;Y;Y;Y;Y;Y;;;555.17;57.53;24.08;34.8;23.48;31.19;19.78;24.18;31.66;22.2;47.81;21.85;41.2;103.24;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;6;4;3;1.0;0.3333333333333333;0.3333333333333333;0.5;0.2;5.0;5.0;5.0;32.01;3.8333333333333335;5.0;1.3333333333333333;5.0;5.0
27;18;1810096970;31.0;N;3.0;;;Y;;;;;;Y;;;;;;;;4.0;1;1.0;sick;3.0;healt;3.0;The green areas focuses on areas where it's hard to pick up signs of pneumonia.;1.0;sick;2.0;sick;2.0;Because the green areas are very spread out ;1.0;sick;2.0;sick;2.0;The green areas seem concentrated around the lower chest area;1.0;sick;1.0;sick;1.0;green areas are spread out;1.0;healt;1.0;sick;1.0;seems to show pneumonia only affected one side of the lungs;1.0;healt;2.0;healt;2.0;The x-ray image looks clear;1.0;sick;1.0;sick;1.0;the green focused areas are spread out from top to bottom indicating prescence of pnuemonia;1.0;healt;2.0;sick;2.0;Based on how spread out the green areas are;1.0;healt;2.0;sick;1.0;green areas are concentrated on the lower chest area;1.0;sick;5.0;sick;7.0;Based on the position of the green areas.;1.0;healt;3.0;healt;3.0;The x-ray image isn't cloudy;1.0;healt;1.0;healt;1.0;green areas seems clear;the position ;the position and weather the x-ray image is cloudy or not;2.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;6.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0;;Y;Y;Y;;;;1542.67;163.58;49.7;63.99;39.95;54.56;33.81;51.6;59.83;41.03;226.74;39.61;73.71;153.51;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;8;6;0;0.6666666666666666;0.6666666666666666;0.5;0.6666666666666666;0.3333333333333333;2.1666666666666665;1.6666666666666667;2.6666666666666665;74.84250000000002;2.1666666666666665;3.0;1.0;1.0;1.5
28;18;1412602397;45.0;N;2.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;6.0;sick;6.0;Because the green marks showed where the lung was cloudy. ;1.0;sick;6.0;healt;3.0;There's not a lot of green. ;1.0;sick;6.0;sick;6.0;Because the green was pretty intense. ;1.0;healt;6.0;healt;6.0;Because there wasn't much green. ;1.0;sick;6.0;sick;6.0;Because the green was intense. ;1.0;sick;6.0;sick;6.0;Because the green areas showed the lungs to be cloudy. ;1.0;sick;6.0;sick;5.0;Because some of the green was really intense. ;1.0;sick;6.0;sick;6.0;Because the lungs looked cloudy. ;1.0;sick;6.0;sick;6.0;Because the green is pretty intense. ;1.0;sick;7.0;sick;7.0;The green on one side was super bright. ;1.0;sick;6.0;sick;7.0;Because there is a lot of green. ;1.0;sick;6.0;sick;6.0;Because there was some green. ;Lots of green pixels concentrated in one area. ;Areas where there aren't many green pixels. ;5.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;8.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;4.0;Y;;Y;Y;Y;;;1003.88;85.95;37.3;58.79;47.78;44.68;56.07;40.13;120.71;40.15;61.33;29.36;46.33;143.54;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;7;4;0;0.9166666666666666;0.5833333333333334;0.3333333333333333;0.3333333333333333;0.3333333333333333;5.833333333333333;6.0;5.75;55.715;4.0;4.0;1.0;1.0;1.5
29;18;599870172;44.0;N;1.0;;;Y;;;;;;;Y;;;;;;;3.0;0;1.0;sick;7.0;sick;6.0;The image of the lungs look faded;1.0;sick;6.0;sick;6.0;The image of the lungs appear faint;1.0;healt;4.0;healt;4.0;The areas of the image are darker;1.0;healt;5.0;sick;5.0;The areas on the image that the AI looks at appear light ;1.0;healt;3.0;healt;4.0;The area of the lung are mostly darker;1.0;sick;5.0;sick;3.0;The areas on the image are lighter;0.86;sick;6.0;sick;5.0;The areas on the image are lighter;1.0;healt;5.0;healt;5.0;The areas are darker;-1.0;healt;5.0;healt;4.0;The images of the lungs are darker;1.0;sick;5.0;sick;6.0;The areas on image are lighter;1.0;sick;5.0;sick;5.0;AI assumes the areas are lighter on the image;1.0;healt;4.0;healt;4.0;The image of the lungs appear darker;The lighter areas on the Images;The darker areas on the images;4.0;3.0;2.0;3.0;3.0;2.0;2.0;3.0;5.0;2.0;3.0;3.0;4.0;1.0;5.0;2.0;3.0;1.0;1.0;1.0;3.0;Y;Y;Y;Y;Y;;no;1412.35;77.67;51.99;177.87;58.35;65.08;62.03;43.06;64.12;45.52;36.09;105.79;54.84;260.43;1;1;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;1;8;7;1;0.9090909090909091;0.6363636363636364;0.5454545454545454;0.5;0.6;4.818181818181818;4.833333333333333;4.8;72.44454545454545;2.8333333333333335;2.5;1.3333333333333333;2.5;3.0
34;18;1273749012;47.0;N;1.0;;;Y;;Y;;;;;;Y;;;;;;4.0;1;0.6;sick;5.0;sick;5.0;The AI has located areas that appear cloudy in the image, indicating infection on the X-ray image;0.29;sick;6.0;sick;6.0;Difference in condition of lungs. AI has highlighted area in right lung which looks the worse of the two;0.48;healt;4.0;sick;4.0;AI appears no to have considered clear areas;0.58;healt;5.0;sick;5.0;Right lung looks clearer than left but AI has highlighted left lung, so more likely to be indicating pneumonia;0.48;sick;5.0;healt;4.0;AI has chosen lesser affected lung;0.52;healt;4.0;sick;5.0;AI has selected areas outside lungs to base its decision. This will it appear more like pneumonia;0.44;healt;4.0;sick;6.0;AI has used the image of the rib cage to base its decision, therefore it will appear more like pneumonia;0.5;healt;4.0;healt;4.0;AI has selected relatively clear areas in lungs;0.31;healt;5.0;healt;4.0;The areas highlighted by the AI seem fairly clear;0.73;sick;6.0;sick;4.0;I think that the AI will make a diagnosis of pneumonia although I don't think it has based its decision on the correct areas of the x-ray image;0.32;sick;5.0;sick;5.0;AI has selected the more affected areas;0.33;sick;5.0;healt;3.0;AI has chosen the lesser affected right lung;AI seems to look for the opacity of the tissue under x-ray which causes false positives around other pathology;The AI can only predict healthy lungs when it is correctly identifying the lungs themselves and not other pathology;4.0;4.0;3.0;2.0;4.0;4.0;3.0;3.0;6.0;1.0;4.0;2.0;3.0;1.0;3.0;3.0;2.0;3.0;1.0;4.0;3.0;;;Y;;;;Machine learning is just that - a student may eventually become better than their teacher but they need to be supervised at first;2174.7;101.46;72.71;118.08;220.8;63.43;112.02;77.55;106.58;71.27;199.27;76.01;126.11;471.29;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;10;8;0;0.5;0.8333333333333334;0.6666666666666666;0.5;0.8333333333333334;4.583333333333333;4.5;4.75;112.10749999999997;3.5;3.0;1.0;3.0;3.0
38;18;1948924628;53.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;1;0.95;sick;6.0;healt;4.0;"There appears to be swelling of the right lung at the base, and also enlargement of the abdomen. However, the ""heat map"" indicates that the AI examined neither of these areas when making it's decision, and so it may well be incorrect. ";0.8;sick;7.0;sick;7.0;Is this an autopsy? The patient has horrific levels of inflammation of the right lung and abdomen, with significant infection of the left lung as well. The AI appears to have map all these areas in making its decision. ;0.95;sick;7.0;sick;6.0;The patient appears to have massive inflammation of the bases of BOTH lungs and the abdomen, which the AI has mapped when making its decision. ;0.91;sick;7.0;sick;6.0;"Massive inflammation of the bases of both lungs and also of the abdomen; 75% of the AI's sampled areas are inflamed, so it really should have spotted this one.  ";1.0;healt;3.0;sick;2.0;Another tricky one - the fine detail in the swelling  looks like something other than pneumonia to me (maybe COPD or some other coronary condition?), but I'd expect AI may possibily read that as pneumonia;0.99;sick;5.0;healt;3.0;"Weirdly the AI appears to be sampling irrelevant areas again, this time the right shoulder! The previously example of this resulting in a dubious ""no pneumonia"" daignosis, so that remains a possibility here. ";0.97;sick;6.0;sick;5.0;There appears to be a great deal of inflammation across the whole of the lungs, and the AI has taken this into account when making its predictions. However, it also appears to have sampled an area OUTSIDE THE BODY(!), so the possibility of a mistake remains (depending on the weighting of the different green areas). ;0.97;healt;5.0;healt;5.0;"Most all of the sampled areas look normal to me; I would expect the AI to draw the same conclusions. ";0.93;healt;6.0;healt;5.0;No evidence of pneumonia to the naked eye, certainly not in the areas used by the AI to make its decision. ;1.0;sick;7.0;sick;6.0;"Massive inflamation throughout the sampled areas in the lower lungs and addomen; the AI really should be fired if it gets this one wrong!";0.84;healt;2.0;sick;4.0;"Very hard to tell with this one; the abdomen is swollen (obese?) but the lungs look relatively clear, although one areas sampled by the AI at the top of the left lung seems slightly inflamed. Given the likely unpleasant consequences of a false negative in this context I'd expect the software to call this as an infection. ";0.91;sick;5.0;sick;5.0;The AI appears to have noticed the inflamed adbodem and right lung base, which should generate a pneumonia diagnosis. ;The lower sections of both lungs, and also the upper abdomen. It seemed to have a few problems with obese(?) patients in respect of the latter.  ;Areas outside the chest (e.g. shoulder joint) and even outside the body (!!) seemed to be the most reliable predictor of this diagnosis for some examples, which is hardly surprising! Other than that, paying attention the upper lungs (especially the left) seemed to be the most common approach when this diagnosis was given. ;4.0;4.0;3.0;2.0;5.0;4.0;3.0;2.0;6.0;1.0;4.0;3.0;3.0;1.0;5.0;5.0;3.0;6.0;1.0;5.0;4.0;Y;;Y;;;;No, everything was clear enough.;2836.65;174.26;154.83;97.61;150.22;175.54;171.95;169.41;85.59;84.7;107.8;265.63;124.11;678.82;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;8;6;0;0.6666666666666666;0.6666666666666666;0.5;0.3333333333333333;0.6666666666666666;4.833333333333333;5.166666666666667;4.5;146.80416666666665;3.6666666666666665;2.5;1.0;4.75;3.75
